,adresse,latitude,longitude,gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,nr,mandag,torsdag,ugentlig
115,"Rendebanen 6 A, 6000, Kolding, Danmark",55.4890832,9.4714837,Rendebanen ,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,190,False,6,False,True,True
116,"Rendebanen 8 A, 6000, Kolding, Danmark",55.4890547,9.4715676,Rendebanen ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,660,False,8,False,True,False
117,"Rendebanen 8 A, 6000, Kolding, Danmark",55.4890547,9.4715676,Rendebanen ,6000,Kolding,1,"400 l. con, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,400,False,8,False,True,False
118,"Rendebanen 8 A, 6000, Kolding, Danmark",55.4890547,9.4715676,Rendebanen ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,660,False,8,False,True,False
119,"Slotsgade 11, 6000, Kolding, Danmark",55.4898473,9.4752913,Slotsgade ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,660,False,11,False,True,False
120,"Slotsgade 11, 6000, Kolding, Danmark",55.4898473,9.4752913,Slotsgade ,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,11,False,True,False
121,"Slotsgade 13, 6000, Kolding, Danmark",55.489793,9.4752874,Slotsgade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,13,False,True,False
122,"Slotsgade 19, 6000, Kolding, Danmark",55.4894554,9.4752755,Slotsgade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,19,False,True,False
123,"Slotsgade 19, 6000, Kolding, Danmark",55.4894554,9.4752755,Slotsgade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,400,False,19,False,True,False
124,"Slotsgade 19, 6000, Kolding, Danmark",55.4894554,9.4752755,Slotsgade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,19,False,True,False
125,"Slotsgade 21, 6000, Kolding, Danmark",55.489289,9.475153,Slotsgade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,21,False,True,True
126,"Slotsgade 21, 6000, Kolding, Danmark",55.489289,9.475153,Slotsgade ,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,21,False,True,True
127,"Slotsgade 22, 6000, Kolding, Danmark",55.489289,9.474931,Slotsgade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,22,False,True,True
128,"Slotsgade 22, 6000, Kolding, Danmark",55.489289,9.474931,Slotsgade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,22,False,True,True
129,"Slotsgade 22, 6000, Kolding, Danmark",55.489289,9.474931,Slotsgade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,22,False,True,True
130,"Søndergade 1 A, 6000, Kolding, Danmark",55.4888114,9.4730303,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,1,True,True,False
131,"Søndergade 1 A, 6000, Kolding, Danmark",55.4888114,9.4730303,Søndergade ,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,1,True,True,False
132,"Søndergade 2, 6000, Kolding, Danmark",55.488775,9.4727943,Søndergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,130,True,2,False,True,False
133,"Søndergade 2, 6000, Kolding, Danmark",55.488775,9.4727943,Søndergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,130,True,2,False,True,False
134,"Søndergade 2, 6000, Kolding, Danmark",55.488775,9.4727943,Søndergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,130,True,2,False,True,False
135,"Søndergade 2, 6000, Kolding, Danmark",55.488775,9.4727943,Søndergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,90,True,2,False,True,False
136,"Søndergade 2, 6000, Kolding, Danmark",55.488775,9.4727943,Søndergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,90,True,2,False,True,False
137,"Søndergade 2, 6000, Kolding, Danmark",55.488775,9.4727943,Søndergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,90,True,2,False,True,False
138,"Søndergade 4, 6000, Kolding, Danmark",55.48868040000001,9.4727784,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,4,False,True,False
139,"Søndergade 6, 6000, Kolding, Danmark",55.48857899999999,9.472754,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,6,False,True,False
140,"Søndergade 6, 6000, Kolding, Danmark",55.48857899999999,9.472754,Søndergade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,400,False,6,False,True,False
141,"Søndergade 6, 6000, Kolding, Danmark",55.48857899999999,9.472754,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,6,False,True,False
142,"Søndergade 8, 6000, Kolding, Danmark",55.4883784,9.4728391,Søndergade ,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,8,False,True,True
143,"Søndergade 10 A, 6000, Kolding, Danmark",55.4882072,9.4727535,Søndergade ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,10,False,True,True
144,"Søndergade 10 A, 6000, Kolding, Danmark",55.4882072,9.4727535,Søndergade ,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,140,False,10,False,True,True
145,"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
146,"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,12,False,True,True
147,"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
148,"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
149,"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
150,"Søndergade 13 C, 6000, Kolding, Danmark",55.4873756,9.4729842,Søndergade ,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,13,False,True,False
151,"Søndergade 15 A, 6000, Kolding, Danmark",55.4872898,9.4729008,Søndergade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,15,False,True,True
152,"Søndergade 15 A, 6000, Kolding, Danmark",55.4872898,9.4729008,Søndergade ,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,15,False,True,True
153,"Søndergade 17, 6000, Kolding, Danmark",55.4871814,9.4729241,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,17,False,True,False
154,"Søndergade 17, 6000, Kolding, Danmark",55.4871814,9.4729241,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,17,False,True,False
155,"Søndergade 19, 6000, Kolding, Danmark",55.4871177,9.4729013,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,19,False,True,False
156,"Søndergade 21, 6000, Kolding, Danmark",55.4870657,9.4728672,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,21,False,True,True
157,"Søndergade 23, 6000, Kolding, Danmark",55.4869807,9.4728369,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,23,False,True,False
158,"Søndergade 23, 6000, Kolding, Danmark",55.4869807,9.4728369,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,23,False,True,False
159,"Søndergade 23, 6000, Kolding, Danmark",55.4869807,9.4728369,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,23,False,True,False
160,"Søndergade 25, 6000, Kolding, Danmark",55.4868957,9.4728065,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,25,False,True,False
161,"Søndergade 25, 6000, Kolding, Danmark",55.4868957,9.4728065,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,25,False,True,False
162,"Søndergade 27, 6000, Kolding, Danmark",55.4868107,9.4727761,Søndergade ,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,27,False,True,True
163,"Søndergade 27, 6000, Kolding, Danmark",55.4868107,9.4727761,Søndergade ,6000,Kolding,1,"190 l. beh, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,190,False,27,False,True,True
164,"Søndergade 27 A, 6000, Kolding, Danmark",55.4866928,9.4737285,Søndergade ,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,27,False,True,True
165,"Søndergade 29, 6000, Kolding, Danmark",55.4867257,9.4727457,Søndergade ,6000,Kolding,1,"660 con, rest - m lås sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,True,660,False,29,False,True,True
166,"Søndergade 29, 6000, Kolding, Danmark",55.4867257,9.4727457,Søndergade ,6000,Kolding,1,"240 l. beh, mad, med lås, SF","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,240,False,29,False,True,True
167,"Søndergade 32 A, 6000, Kolding, Danmark",55.4866982,9.472367,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,32,False,True,True
168,"Søndergade 32 A, 6000, Kolding, Danmark",55.4866982,9.472367,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,32,False,True,True
169,"Søndergade 32 A, 6000, Kolding, Danmark",55.4866982,9.472367,Søndergade ,6000,Kolding,1,"140 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,140,False,32,False,True,True
170,"Østergade 7, 6000, Kolding, Danmark",55.4898573,9.4741354,Østergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,7,False,True,True
171,"Østergade 11, 6000, Kolding, Danmark",55.4897066,9.4743662,Østergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,11,False,True,True
172,"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,17,False,True,True
173,"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,17,False,True,True
174,"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,17,False,True,True
175,"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,17,False,True,True
